OBJECTID_1,FID_TL_201,ALAND10,AWATER10,CNTY2010,CT10,CT2010,GEODESC,ACRES,SQ_MILES,POP100,HU100,NHW,NHB,NHAI,NHA,NHNH,NHO,NHT,HISP,PNHW,PNHB,PNHAI,PNHA,PNHNH,PNHO,PNHT,PHISP,POP65_,PCTPOP65_,MEDAGE,VACNS,PVACNS,PHOWN,PWOMORT,PRENT,PLT18SP,CNTY20101,CT101,AREA,ACRES_1,SQMILES,PSQM,REPORT_2_P,REPORT_9_P,Shape_Length,Shape_Area
217,218,399171,0,24510,150300,24510150300,1503.00,98.63214,0.15411,2478,1186,18,2412,3,11,2,0,17,15,0.7,97.3,0.1,0.4,0.1,0,0.7,0.6,304,12.3,35.7,352,29.7,53.4,32.4,46.6,80.1,24510,150300,0,98.63214,0.15411,16079.17,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510150300.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510150300.pdf,3361.18749858039,667609.168146387
218,219,419709,0,24510,150200,24510150200,1502.00,103.70712,0.16204,2699,1421,19,2620,1,10,0,3,22,24,0.7,97.1,0,0.4,0,0.1,0.8,0.9,269,10,33.5,456,32.1,42.5,35.1,57.5,83.4,24510,150200,0,103.70712,0.16204,16656.16,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510150200.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510150200.pdf,3597.07119781791,701946.927590461
219,220,952272,14094,24510,160700,24510160700,1607.00,238.78209,0.3731,5615,2277,32,5433,10,4,0,6,84,46,0.6,96.8,0.2,0.1,0,0.1,1.5,0.8,635,11.3,31.7,398,17.5,49.4,33,50.6,80.3,24510,160700,0,238.78209,0.3731,15049.73,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510160700.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510160700.pdf,6293.46105353284,1616028.7848959
220,221,1019291,1618,24510,260202,24510260202,2602.02,251.86111,0.39353,5937,2767,517,4948,19,272,1,5,99,76,8.7,83.3,0.3,4.6,0,0.1,1.7,1.3,407,6.9,32.4,238,8.6,40.4,11.6,59.6,71.2,24510,260202,0,251.86111,0.39353,15086.43,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510260202.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510260202.pdf,6018.18954263797,1705618.93211423
221,222,1720995,0,24510,271400,24510271400,2714.00,425.25102,0.66445,3730,1760,2834,299,3,392,0,7,80,115,76,8,0.1,10.5,0,0.2,2.1,3.1,541,14.5,41.9,106,6,65.3,27.7,34.7,13.5,24510,271400,0,425.25102,0.66445,5613.63,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510271400.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510271400.pdf,8190.92958566743,2881608.93743673
222,223,1635986,6329,24510,130805,24510130805,1308.05,405.81021,0.63408,985,611,157,743,5,35,0,3,26,16,15.9,75.4,0.5,3.6,0,0.3,2.6,1.6,260,26.4,49.4,21,3.4,51.5,9.9,48.5,41.5,24510,130805,0,405.81021,0.63408,1553.44,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510130805.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510130805.pdf,7296.99190288464,2750154.74515123
223,224,390725,0,24510,140300,24510140300,1403.00,96.54548,0.15085,2333,1583,99,2141,5,16,2,5,32,33,4.2,91.8,0.2,0.7,0.1,0.2,1.4,1.4,240,10.3,36.2,639,40.4,30.3,33.7,69.7,82.7,24510,140300,0,96.54548,0.15085,15465.48,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510140300.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510140300.pdf,3563.677852837,653499.640452903
224,225,305827,0,24510,170300,24510170300,1703.00,75.56803,0.11808,2011,1244,17,1909,8,18,0,1,27,31,0.8,94.9,0.4,0.9,0,0,1.3,1.5,331,16.5,37.1,337,27.1,27.4,15.3,72.6,85.1,24510,170300,0,75.56803,0.11808,17031.57,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510170300.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510170300.pdf,2872.39608241993,511357.483230385
225,226,439532,0,24510,080302,24510080302,0803.02,108.60601,0.1697,2937,1326,15,2859,6,4,0,1,20,32,0.5,97.3,0.2,0.1,0,0,0.7,1.1,606,20.6,43.7,141,10.6,55.2,45.5,44.8,78.4,24510,080302,0,108.60601,0.1697,17307.36,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510080302.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510080302.pdf,3456.88800476875,735096.620905116
226,227,156103,0,24510,100300,24510100300,1003.00,38.57206,0.06027,5237,0,788,4337,4,8,1,22,6,71,15,82.8,0.1,0.2,0,0.4,0.1,1.4,44,0.8,32.1,0,0,0,0,0,0,24510,100300,0,38.57206,0.06027,86894.12,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510100300.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510100300.pdf,2046.51655767728,261026.705956461
227,228,3218097,3813,24510,260501,24510260501,2605.01,796.10941,1.24392,4875,2183,3005,337,16,172,2,19,104,1220,61.6,6.9,0.3,3.5,0,0.4,2.1,25,732,15,35.6,251,11.5,58.1,39.1,41.9,40.5,24510,260501,0,796.10941,1.24392,3919.07,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510260501.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510260501.pdf,9535.794515177,5385819.56776518
228,229,255642,0,24510,160300,24510160300,1603.00,63.1677,0.0987,1558,831,27,1503,3,0,0,0,9,16,1.7,96.5,0.2,0,0,0,0.6,1,402,25.8,42.9,350,42.1,28.9,32.4,71.1,84,24510,160300,0,63.1677,0.0987,15785.31,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510160300.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510160300.pdf,3295.62582285946,427460.265445997
229,230,2614309,203955,24510,130400,24510130400,1304.00,649.33873,1.01459,2011,1131,44,1889,2,3,0,3,43,27,2.2,93.9,0.1,0.1,0,0.1,2.1,1.3,187,9.3,36.4,361,31.9,39.2,32.2,60.8,78.2,24510,130400,0,649.33873,1.01459,1982.08,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510130400.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510130400.pdf,12256.7531782168,4397102.47698223
230,231,558843,0,24510,160600,24510160600,1606.00,138.08622,0.21576,3509,1749,23,3388,8,11,0,0,27,52,0.7,96.6,0.2,0.3,0,0,0.8,1.5,538,15.3,39.3,402,23,42,35.9,58,82.1,24510,160600,0,138.08622,0.21576,16263.49,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510160600.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510160600.pdf,4123.61690759524,934390.9097752
231,232,850290,0,24510,271600,24510271600,2716.00,210.10439,0.32829,4523,1907,98,4291,28,13,0,1,53,39,2.2,94.9,0.6,0.3,0,0,1.2,0.9,506,11.2,33.6,341,17.9,41.5,32.2,58.5,78.3,24510,271600,0,210.10439,0.32829,13777.55,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510271600.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510271600.pdf,4932.14593387281,1423574.61953853
232,233,1734099,0,24510,271700,24510271700,2717.00,428.49068,0.66952,5648,2533,257,5224,11,15,0,12,59,70,4.6,92.5,0.2,0.3,0,0.2,1,1.2,1182,20.9,44.3,347,13.7,48.9,25.7,51.1,76.9,24510,271700,0,428.49068,0.66952,8435.95,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510271700.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510271700.pdf,7328.70806246206,2903945.30131825
233,234,927386,0,24510,151300,24510151300,1513.00,229.15317,0.35805,4546,2042,36,4417,10,5,1,2,44,31,0.8,97.2,0.2,0.1,0,0,1,0.7,517,11.4,33.1,508,24.9,43.5,35.6,56.5,79.9,24510,151300,0,229.15317,0.35805,12696.51,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510151300.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510151300.pdf,6120.02074008974,1552407.40177255
234,235,2332948,12276,24510,210200,24510210200,2102.00,579.48588,0.90545,3373,1693,1331,1590,10,226,0,10,83,123,39.5,47.1,0.3,6.7,0,0.3,2.5,3.6,318,9.4,32.2,378,22.3,47.5,27.6,52.5,65.9,24510,210200,0,579.48588,0.90545,3725.24,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510210200.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510210200.pdf,10348.2325717832,3918983.32437987
235,236,738757,1670,24510,271503,24510271503,2715.03,182.95695,0.28587,856,729,713,85,0,25,1,4,13,15,83.3,9.9,0,2.9,0.1,0.5,1.5,1.8,386,45.1,63,72,9.9,79.5,46.3,20.5,25,24510,271503,0,182.95695,0.28587,2994.37,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510271503.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510271503.pdf,6356.46034030476,1239972.164974
236,237,430537,0,24510,060400,24510060400,0604.00,106.38207,0.16622,1183,735,249,806,7,54,2,0,18,47,21,68.1,0.6,4.6,0.2,0,1.5,4,233,19.7,41.7,133,18.1,37.4,31.1,62.6,69,24510,060400,0,106.38207,0.16622,7117,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510060400.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510060400.pdf,3425.61262013799,719824.618111791
237,238,861732,0,24510,250204,24510250204,2502.04,212.92493,0.3327,4125,1592,20,4038,5,0,1,2,29,30,0.5,97.9,0.1,0,0,0,0.7,0.7,308,7.5,23.3,88,5.5,8,41.7,92,91.8,24510,250204,0,212.92493,0.3327,12398.76,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510250204.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510250204.pdf,7774.77219605115,1438800.54751983
238,239,326985,0,24510,070400,24510070400,0704.00,80.79605,0.12624,1241,582,17,1193,1,12,0,0,7,11,1.4,96.1,0.1,1,0,0,0.6,0.9,195,15.7,31.4,57,9.8,13.7,31.9,86.3,87.7,24510,070400,0,80.79605,0.12624,9830.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510070400.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510070400.pdf,3178.27031044395,546777.489985417
239,240,217597,0,24510,230200,24510230200,2302.00,53.76635,0.08401,2172,1226,1915,96,0,49,0,4,33,75,88.2,4.4,0,2.3,0,0.2,1.5,3.5,137,6.3,29.2,139,11.3,51.4,16.6,48.6,38.1,24510,230200,0,53.76635,0.08401,25854.13,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510230200.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510230200.pdf,3361.31828818394,363589.813715012
240,241,1882458,2352889,24510,240100,24510240100,2401.00,465.13747,0.72678,2699,1632,2489,45,7,72,1,2,31,52,92.2,1.7,0.3,2.7,0,0.1,1.1,1.9,227,8.4,33.6,324,19.9,72.4,18.6,27.6,20.7,24510,240100,0,465.13747,0.72678,3713.66,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510240100.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510240100.pdf,14744.2766900481,3144919.8964534
241,242,174535,0,24510,020100,24510020100,0201.00,43.12672,0.06739,1884,1092,1361,180,13,58,0,3,30,239,72.2,9.6,0.7,3.1,0,0.2,1.6,12.7,124,6.6,30.9,171,15.7,51.1,15.8,48.9,36.6,24510,020100,0,43.12672,0.06739,27958.58,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510020100.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510020100.pdf,2395.33793950612,291761.230185267
242,243,503672,0,24510,260604,24510260604,2606.04,124.45201,0.19446,1465,573,364,804,4,14,0,6,29,244,24.8,54.9,0.3,1,0,0.4,2,16.7,96,6.6,27,48,8.4,24.2,29.1,75.8,81.5,24510,260604,0,124.45201,0.19446,7533.84,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510260604.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510260604.pdf,3890.73940565891,841705.052914516
243,244,982585,0,24510,120202,24510120202,1202.02,242.79207,0.37936,6224,2536,3460,474,9,1699,3,13,221,345,55.6,7.6,0.1,27.3,0,0.2,3.6,5.5,151,2.4,21.6,270,10.6,12.3,35.3,87.7,30.1,24510,120202,0,242.79207,0.37936,16406.49,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510120202.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510120202.pdf,5766.86062502829,1644381.47597082
244,245,803959,0,24510,272007,24510272007,2720.07,198.65636,0.3104,4367,2034,1473,2014,14,149,21,6,67,623,33.7,46.1,0.3,3.4,0.5,0.1,1.5,14.3,619,14.2,36.5,168,8.3,32.8,25.7,67.2,42.6,24510,272007,0,198.65636,0.3104,14068.94,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510272007.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510272007.pdf,5773.63760270587,1346783.88846716
245,246,927724,0,24510,272005,24510272005,2720.05,229.23808,0.35818,3429,1430,2643,519,2,132,0,14,38,81,77.1,15.1,0.1,3.8,0,0.4,1.1,2.4,627,18.3,32,76,5.3,51.2,39.9,48.8,13.5,24510,272005,0,229.23808,0.35818,9573.29,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510272005.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510272005.pdf,5639.02767350986,1554327.66481578
246,247,1310505,705403,24510,230300,24510230300,2303.00,323.81322,0.50596,1136,616,974,70,3,23,1,1,23,41,85.7,6.2,0.3,2,0.1,0.1,2,3.6,80,7,30.6,83,13.5,60.4,15.3,39.6,45.9,24510,230300,0,323.81322,0.50596,2245.25,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510230300.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510230300.pdf,9369.72531364311,2189263.75798589
247,248,896801,0,24510,260302,24510260302,2603.02,221.59488,0.34624,6094,2589,430,5490,9,31,0,8,67,59,7.1,90.1,0.1,0.5,0,0.1,1.1,1,529,8.7,36.8,218,8.4,72.6,13.4,27.4,74.2,24510,260302,0,221.59488,0.34624,17600.43,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510260302.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510260302.pdf,5683.26044293201,1500327.11786234
248,249,861052,0,24510,080200,24510080200,0802.00,212.76022,0.33244,1585,775,17,1511,3,7,0,4,26,17,1.1,95.3,0.2,0.4,0,0.3,1.6,1.1,272,17.2,38.7,205,26.5,43.7,46.6,56.3,84.6,24510,080200,0,212.76022,0.33244,4767.82,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510080200.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510080200.pdf,5749.85412118632,1440304.93186262
249,250,268607,0,24510,080301,24510080301,0803.01,66.37135,0.10371,2084,1033,17,2015,5,8,0,0,15,24,0.8,96.7,0.2,0.4,0,0,0.7,1.2,277,13.3,36.8,331,32,45.6,46.4,54.4,82.4,24510,080301,0,66.37135,0.10371,20095.45,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510080301.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510080301.pdf,2843.3945520228,449229.485439871
250,251,155245,0,24510,010500,24510010500,0105.00,38.35966,0.05994,1724,1008,1353,82,6,52,1,4,41,185,78.5,4.8,0.3,3,0.1,0.2,2.4,10.7,137,7.9,33.9,125,12.4,54.4,19.2,45.6,33.7,24510,010500,0,38.35966,0.05994,28763.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510010500.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510010500.pdf,2316.46372947921,259511.765356619
251,252,290633,0,24510,070100,24510070100,0701.00,71.81362,0.11221,2957,1098,123,2626,13,21,0,7,29,138,4.2,88.8,0.4,0.7,0,0.2,1,4.7,191,6.5,27.2,234,21.3,39.2,22.2,60.8,84.8,24510,070100,0,71.81362,0.11221,26352.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510070100.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510070100.pdf,2841.39164220965,485984.453375979
252,253,923340,361544,24510,250203,24510250203,2502.03,228.14762,0.35648,2018,855,57,1878,4,8,0,2,34,35,2.8,93.1,0.2,0.4,0,0.1,1.7,1.7,203,10.1,29.3,78,9.1,33.6,36,66.4,77.9,24510,250203,0,228.14762,0.35648,5660.91,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510250203.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510250203.pdf,6377.42091698335,1541706.47475043
253,254,228689,0,24510,070300,24510070300,0703.00,56.50719,0.08829,1042,604,34,950,0,11,0,0,7,40,3.3,91.2,0,1.1,0,0,0.7,3.8,82,7.9,31.2,273,45.2,34.3,48.7,65.7,74.6,24510,070300,0,56.50719,0.08829,11801.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510070300.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510070300.pdf,2740.96471192359,382398.039137731
254,255,336416,0,24510,080600,24510080600,0806.00,83.12543,0.12988,2469,1407,48,2373,11,4,2,0,25,6,1.9,96.1,0.4,0.2,0.1,0,1,0.2,316,12.8,38.5,515,36.6,42.6,55,57.4,79.9,24510,080600,0,83.12543,0.12988,19009.38,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510080600.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510080600.pdf,3217.28529426123,562702.690396839
255,256,1398987,0,24510,271900,24510271900,2719.00,345.68627,0.54013,3773,1668,773,2818,8,21,0,17,71,65,20.5,74.7,0.2,0.6,0,0.5,1.9,1.7,774,20.5,45,146,8.8,66.7,24.1,33.3,51.6,24510,271900,0,345.68627,0.54013,6985.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510271900.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510271900.pdf,7669.07724931652,2343035.85010123
256,257,250976,0,24510,080400,24510080400,0804.00,62.01509,0.0969,1564,810,43,1470,1,1,0,0,31,18,2.7,94,0.1,0.1,0,0,2,1.2,165,10.5,31.6,276,34.1,30,49.4,70,80,24510,080400,0,62.01509,0.0969,16140.61,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510080400.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510080400.pdf,2707.8813509918,419744.066205624
257,258,348018,0,24510,120201,24510120201,1202.01,85.99389,0.13437,2033,1090,1377,340,4,165,1,9,57,80,67.7,16.7,0.2,8.1,0,0.4,2.8,3.9,162,8,32,140,12.8,54,23.3,46,30.8,24510,120201,0,85.99389,0.13437,15130.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510120201.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510120201.pdf,3716.61260598426,582407.648499201
258,259,708925,0,24510,272004,24510272004,2720.04,175.17295,0.27371,3788,1966,2891,544,7,223,0,3,41,79,76.3,14.4,0.2,5.9,0,0.1,1.1,2.1,1054,27.8,35,65,3.3,36.5,54.8,63.5,18.3,24510,272004,0,175.17295,0.27371,13839.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510272004.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510272004.pdf,5346.01796171384,1187742.57952911
259,260,737069,0,24510,272006,24510272006,2720.06,182.12722,0.28457,3548,1816,1754,1688,5,8,3,12,33,45,49.4,47.6,0.1,0.2,0.1,0.3,0.9,1.3,865,24.4,44,106,5.8,36.4,32.4,63.6,34.7,24510,272006,0,182.12722,0.28457,12467.79,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510272006.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510272006.pdf,4933.68137197408,1234480.11095581
260,261,922139,0,24510,280500,24510280500,2805.00,227.8545,0.35602,3549,1065,245,3041,4,111,2,9,40,97,6.9,85.7,0.1,3.1,0.1,0.3,1.1,2.7,308,8.7,35.5,64,6,3.9,5.1,96.1,88.3,24510,280500,0,227.8545,0.35602,9968.48,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510280500.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510280500.pdf,5214.37402984095,1541758.08826554
261,262,1689397,0,24510,260403,24510260403,2604.03,417.44032,0.65225,1575,754,51,1450,2,10,0,14,20,28,3.2,92.1,0.1,0.6,0,0.9,1.3,1.8,102,6.5,30.2,103,13.7,24,26.9,76,65.4,24510,260403,0,417.44032,0.65225,2414.72,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510260403.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510260403.pdf,10280.7290940825,2826137.33945666
262,263,959035,0,24510,150600,24510150600,1506.00,236.97129,0.37027,3412,1560,32,3261,6,4,2,1,67,39,0.9,95.6,0.2,0.1,0.1,0,2,1.1,433,12.7,37.2,355,22.8,45.7,32.5,54.3,80.8,24510,150600,0,236.97129,0.37027,9214.97,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510150600.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510150600.pdf,7242.23082950601,1604074.30523704
263,264,327453,0,24510,080800,24510080800,0808.00,80.91226,0.12643,1281,831,15,1247,1,2,0,1,11,4,1.2,97.3,0.1,0.2,0,0.1,0.9,0.3,92,7.2,27.2,355,42.7,28.4,42.2,71.6,86.6,24510,080800,0,80.91226,0.12643,10132.47,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510080800.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510080800.pdf,3183.39481237383,547617.689517331
264,265,1034639,0,24510,160500,24510160500,1605.00,255.652,0.39946,4245,1885,21,4113,9,5,0,6,57,34,0.5,96.9,0.2,0.1,0,0.1,1.3,0.8,568,13.4,41.5,249,13.2,55.4,32.3,44.6,72.7,24510,160500,0,255.652,0.39946,10626.96,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510160500.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510160500.pdf,5865.09618052048,1730054.56721195
265,266,658102,0,24510,090100,24510090100,0901.00,162.61322,0.25408,4251,1883,406,3666,19,38,3,5,51,63,9.6,86.2,0.4,0.9,0.1,0.1,1.2,1.5,521,12.3,37.6,208,11,58.9,22.8,41.1,66.7,24510,090100,0,162.61322,0.25408,16730.77,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510090100.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510090100.pdf,4744.74820967092,1101602.35909014
266,267,1353173,0,24510,260402,24510260402,2604.02,334.36115,0.52244,2648,1335,150,2351,12,19,2,4,60,50,5.7,88.8,0.5,0.7,0.1,0.2,2.3,1.9,161,6.1,29.5,135,10.1,32.9,9.2,67.1,70.4,24510,260402,0,334.36115,0.52244,5068.54,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510260402.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510260402.pdf,7786.27552417676,2263805.47954994
267,268,759737,0,24510,260700,24510260700,2607.00,187.72457,0.29332,2260,951,1174,197,16,26,0,2,31,814,51.9,8.7,0.7,1.2,0,0.1,1.4,36,267,11.8,32.6,138,14.5,46.9,32.1,53.1,44.1,24510,260700,0,187.72457,0.29332,7704.92,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510260700.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510260700.pdf,5299.50399254256,1269912.97256445
268,269,13740331,367783,24047,951000,24047951000,9510.00,3472.86418,5.42635,4402,1965,2486,1424,25,64,0,7,132,264,56.5,32.3,0.6,1.5,0,0.2,3,6,798,18.1,38.4,213,10.8,55.5,27.6,44.5,50.7,24047,951000,0,3472.86418,5.42635,811.23,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24047951000.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24047951000.pdf,24601.5874314165,22869388.6050055
269,270,69124826,3972747,24047,950900,24047950900,9509.00,17248.50441,26.95079,2017,990,1603,303,2,19,0,0,31,59,79.5,15,0.1,0.9,0,0,1.5,2.9,358,17.7,46.3,95,9.6,80.7,37.6,19.3,29.9,24047,950900,0,17248.50441,26.95079,74.84,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24047950900.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24047950900.pdf,154624.415811818,113549663.388592
